stop_name,latitude,longitude,description
Αμερικής,38.315688,21.811203,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Ελευθερίου Βενιζέλου,38.31461,21.806969,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Ελευθερίας,38.315153,21.806139,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Ηπείρου,38.313731,21.802578,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Οδυσσέα Ανδρούτσου,38.312389,21.8002,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Δημορηγόπουλου,38.311032,21.797035,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Ηρώων Πολυτεχνείου,38.310931,21.794246,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Ποσειδώνος,38.308979,21.789014,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Πλάστιγγα,38.308842,21.786757,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Αθηνών,38.293901,21.785758,Εξυπηρετεί τη γραμμή:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο
Αγ. Βαρβάρα,38.301091,21.796217,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Πεσόντων,38.302572,21.79281,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Ανατολική Προβλήτα,38.309944,21.784354,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Δυτική Προβλήτα,38.308964,21.780327,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Σώμερσετ,38.3078,21.781143,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Κοραή,38.303085,21.782,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Σταθμός ΟΣΕ Ρίο,38.301051,21.782033,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Σχολεία Ρίο,38.299118,21.785652,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Σταυροπούλου,38.296163,21.788516,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Άγ. Γεώργιος,38.294614,21.788256,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Δημαρχείο Ρίο,38.295666,21.791035,Εξυπηρετεί τις γραμμές:<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο
Αφετηρία Express,38.2368128,21.7280215,Εξυπηρετεί τη γραμμή:<br>602 Express Πανεπιστήμιο - Νοσοκομείο
Νέο Αρχαιολογικό Μουσείο,38.263694,21.751805,Εξυπηρετεί τη γραμμή:<br>602 Express Πανεπιστήμιο - Νοσοκομείο
Αρέθα (Miele),38.268179,21.755162,Εξυπηρετεί τη γραμμή:<br>602 Express Πανεπιστήμιο - Νοσοκομείο
Όθ. Αμαλίας & Καρόλου,38.252591,21.736744,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>607 Βούντενη - Μπάλας<br>608 Άνω Καστρίτσι<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Προφ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλληνος Στρατιώτου
Βόλου,38.259424,21.766369,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Κοζάνης,38.257742,21.76978,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Άνω Συχαινά 1,38.259557,21.769783,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Άνω Συχαινά 2,38.259516,21.77124,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Αερογέφυρα Περιμετρική,38.259197,21.775527,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Άγ. Δημήτριος,38.257809,21.780159,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Σκιόεσσα,38.257476,21.783055,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Βούντενη,38.257238,21.786834,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Μάρκου Μπότσαρη,38.257858,21.787822,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Βούντενη 2,38.257483,21.789509,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Βούντενη 3,38.256862,21.792717,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Μπάλα 1,38.254907,21.797024,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Μπάλα 2,38.255072,21.798514,Εξυπηρετεί τη γραμμή:<br>607 Βούντενη - Μπάλας
Τέρμα Μπάλα,38.254567,21.798912,Εξυπηρετεί τις γραμμές:<br>607 Βούντενη - Μπάλας<br>609 Κέντρο
Στροφή Καστελλοκάμπου 2,38.287849,21.775718,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Μηχανικών Η/Υ,38.285643,21.788385,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Γήπεδο Πανεπιστημίου,38.281806,21.78969,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
ΠΛΠΠ,38.279576,21.788321,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Μαγούλα,38.276931,21.792588,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Μαγούλα 1,38.274428,21.797063,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Μαγούλα 3,38.27333,21.801674,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Καστρίτσι 2,38.273434,21.809873,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Καστρίτσι 4,38.272731,21.817991,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Καστρίτσι 6,38.275063,21.824386,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Καστρίτσι 8,38.27303,21.827388,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Καστρίτσι 10,38.271739,21.830058,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
Καστρίτσι 12,38.272194,21.833507,Εξυπηρετεί τη γραμμή:<br>608 Άνω Καστρίτσι
ΤΣ Καστρίτσι,38.271468,21.835028,Εξυπηρετεί τις γραμμές:<br>608 Άνω Καστρίτσι<br>609 Κέντρο
Καστρίτσι 11,38.272287,21.831946,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Καστρίτσι 9,38.271928,21.828073,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Καστρίτσι 7,38.273956,21.824561,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Καστρίτσι 5,38.273758,21.819462,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Καστρίτσι 3,38.273704,21.811902,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Καστρίτσι 1,38.274512,21.805109,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Μαγούλα 2,38.273111,21.799678,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Γεωργίου Παπανδρέου,38.277426,21.79363,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Ηλία Πολίτη,38.277841,21.791022,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
ΟΑΕΔ,38.289716,21.781978,Εξυπηρετεί τις γραμμές:<br>609 Κέντρο<br>610 Express Κέντρο<br>902 Κέντρο μέσω Έλληνος Στρατιώτου
ΟΑΕΔ (Μπελαβγένη),38.29069,21.780135,Εξυπηρετεί τις γραμμές:<br>609 Κέντρο<br>610 Express Κέντρο<br>902 Κέντρο μέσω Έλληνος Στρατιώτου
Στροφή Καστελλόκαμπου,38.288006,21.775716,Εξυπηρετεί τις γραμμές:<br>609 Κέντρο<br>610 Express Κέντρο<br>902 Κέντρο μέσω Έλληνος Στρατιώτου
Πλάτανος,38.279252,21.767306,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Μηχανική Καλλιέργεια 5,38.275136,21.762499,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Οικονομική Περιφέρεια Αθηνών Πατρών,38.261537,21.749959,Εξυπηρετεί τις γραμμές:<br>609 Κέντρο<br>610 Express Κέντρο
Πάροδος Θερμοπυλών,38.258454,21.747992,Εξυπηρετεί τις γραμμές:<br>609 Κέντρο<br>610 Express Κέντρο
Αγ. Σοφίας,38.256142,21.745367,Εξυπηρετεί τις γραμμές:<br>201 ΤΕΙ - Ταραμπούρα<br>609 Κέντρο<br>610 Express Κέντρο
Νάκας,38.24928,21.736484,Εξυπηρετεί τις γραμμές:<br>609 Κέντρο<br>804 Κέντρο
Άγ. Διονύσιος - Επίκεντρο,38.253193,21.738313,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>609 Κέντρο<br>804 Κέντρο
Porto Rio,38.297593,21.77442,Εξυπηρετεί τις γραμμές:<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>609 Κέντρο
Καστελλόκαμπος,38.291149,21.77101,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Αχιλλέως,38.289876,21.76991,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Χάραδρος,38.288808,21.768994,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Δάφνες,38.285303,21.766741,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Γραμμές,38.283018,21.765504,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Πολυκάστης,38.281914,21.76702,Εξυπηρετεί τη γραμμή:<br>609 Κέντρο
Αφετηρία Αρχ. Κυρίλλου,38.236577,21.727731,Εξυπηρετεί τις γραμμές:<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>610 Express Κέντρο
Parking Περιβόλα,38.210566,21.762316,Εξυπηρετεί τις γραμμές:<br>701 Κέντρο<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Δυρραχίου,38.212072,21.761558,Εξυπηρετεί τη γραμμή:<br>701 Βέτα Κέντρο
Πανίτσα,38.212729,21.75962,Εξυπηρετεί τη γραμμή:<br>701 Βέτα Κέντρο
Θωμοπούλου,38.215526,21.754474,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Σεφέρη,38.217157,21.75281,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Κόμβος Κουκούλι,38.219924,21.750474,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Παμπελοποννησιακό,38.221649,21.750176,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Κολυμβητήριο Α. Πεπανός,38.22402,21.749322,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Λάγγουρας,38.225606,21.749388,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Χίου,38.228354,21.748984,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Parking Άγ. Ανδρέας,38.230676,21.748271,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Νοσοκομείο Άγ. Ανδρέας,38.233991,21.747133,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Νοσοκομείο Άγ. Ανδρέας,38.235277,21.746578,Εξυπηρετεί τις γραμμές:<br>202 Ν. Δρόμος - Συχαινά<br>701 Κέντρο<br>804 Κέντρο
Άγ. Αθανάσιος,38.237456,21.745582,Εξυπηρετεί τις γραμμές:<br>701 Κέντρο<br>804 Κέντρο
Ψηλά Αλώνια (κάθοδος Γούναρη),38.242098,21.735977,Εξυπηρετεί τις γραμμές:<br>104 Τερψιθέα<br>701 Κέντρο<br>804 Κέντρο
ΟΤΕ (κάθοδος Γούναρη),38.24325,21.733719,Εξυπηρετεί τις γραμμές:<br>104 Τερψιθέα<br>701 Κέντρο<br>804 Κέντρο
Ερμού & Κανακάρη,38.2463422,21.7365256,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Βρυσακίων,38.209722,21.757364,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Μεταμόρφωση Σωτήρος Μπεγουλάκι,38.209058,21.753937,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Θεοτοκόπουλου,38.21062,21.753108,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Λύτρα,38.212107,21.753024,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Στουρνάρα,38.213574,21.752944,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Βαρβάκη,38.216241,21.751627,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Ιακωβίδου,38.216969,21.750497,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
ΤΕΙ,38.219058,21.750466,Εξυπηρετεί τη γραμμή:<br>701 Μπεγουλάκι Κέντρο
Κόμβος Parking Περιβόλα,38.208538,21.762034,Εξυπηρετεί τη γραμμή:<br>701 Κόμβος Κέντρο
Lidl,38.210044,21.759787,Εξυπηρετεί τη γραμμή:<br>701 Κόμβος Κέντρο
Βέτα,38.213026,21.756904,Εξυπηρετεί τη γραμμή:<br>701 Κέντρο
Κανακάρη & Γεροκωστοπούλου,38.245416,21.735835,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Κανακάρη & Φιλοποίμενος,38.243803,21.733764,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Νοσοκομείο Άγιος Ανδρέας,38.23396,21.746961,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Parking Σταθακοπούλου,38.230674,21.748266,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Σάμου,38.228878,21.7489,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Άγ. Γεώργιος Λάγγουρα,38.225602,21.749303,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Κόμβος ΤΕΙ,38.219193,21.750882,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Γεωργίου Σεφέρη,38.217234,21.752712,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Μουστάκη,38.212732,21.759622,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>706 Parking Περιβόλα<br>707 Σούλι - Σαραβάλι
Carrefour,38.211525,21.763072,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Νταβλούρου,38.211691,21.765624,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Αντωνοπούλου,38.212317,21.771044,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Διακίδη,38.212708,21.774471,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Σταύρου,38.211364,21.77778,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Κανάρη,38.212366,21.781883,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Σούλι,38.21333,21.785128,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Μιαούλη,38.21195,21.780347,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Νεροτριβές,38.209617,21.780317,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Ποτάμι,38.20909,21.781626,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Πορφυρίου,38.207044,21.77786,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Ζωοδόχος Πηγή,38.207929,21.771681,Εξυπηρετεί τις γραμμές:<br>702 Σούλι<br>707 Σούλι - Σαραβάλι
Κλάους,38.196589,21.767773,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Άγ. Νικόλαος,38.192179,21.760334,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Σαραβάλι,38.191279,21.757465,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Πλατεία Σαραβαλίου,38.19166,21.754803,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Γεννηματά,38.192622,21.755163,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Ποτάμι 2,38.204911,21.76323,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Ι.Ν. Αγ. Γεωργίου,38.201318,21.764772,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Πετραδάκι,38.199142,21.766068,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Σπίτια,38.193717,21.756902,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Άγ. Στέφανος 1,38.195604,21.756503,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Γήπεδο Σαραβαλίου,38.195843,21.75978,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Πατρών - Κλάους,38.20335,21.763882,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Ομπλός,38.193828,21.762578,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Κοινότητα,38.191195,21.7563,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Αγ. Στεφάνου,38.193721,21.756922,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Πατρών Κλάους,38.203352,21.763891,Εξυπηρετεί τις γραμμές:<br>703 Μπεγουλάκι - Σαραβάλι<br>704 Σαραβάλι - Κρήνη<br>707 Σούλι - Σαραβάλι
Νοσοκομείο Άγ. Ανδρέα,38.235146,21.74648,Εξυπηρετεί τις γραμμές:<br>201 ΤΕΙ - Ταραμπούρα<br>801 Άνω - Κάτω Οβρυά - Δεμένικα<br>803 Καλλιθέα - Θέα - Δεμένικα
Άγ. Νεκτάριος,38.230163,21.74205,Εξυπηρετεί τις γραμμές:<br>201 ΤΕΙ - Ταραμπούρα<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Ταραμπούρα,38.217496,21.740808,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Ετεοκλέους Θουρίας,38.215748,21.740724,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Διοκλέους,38.212465,21.739535,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Ακρωτηρίου & Γλαύκου,38.210909,21.7391,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Λαχαναγορά,38.208737,21.738227,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Αμαλιάδος,38.207267,21.737628,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Αγ. Σωτήρος,38.205128,21.736851,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Ρίτσι,38.203348,21.735508,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Ιάσωνος,38.201418,21.733606,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Θεμιστοκλέους,38.197928,21.732762,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Βλάχου,38.195304,21.731651,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Κεφαλοβρύσου,38.193458,21.731967,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Δημοκρατίας,38.190695,21.73082,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Παλαιών Πατρών Γερμανού,38.189632,21.72964,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Δημαρχείο Μεσσάτιδας,38.188589,21.72867,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Νικολάου Ντεβέ,38.18773,21.728198,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
1ο Δημοτικό Σχολείο Οβρυάς,38.188529,21.724822,Εξυπηρετεί τη γραμμή:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας
3ης Σεπτέμβρη,38.190482,21.723921,Εξυπηρετεί τη γραμμή:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας
Κόμβος Περιμετρική,38.189278,21.720741,Εξυπηρετεί τη γραμμή:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας
Εργατικές Κατοικίες 3,38.193239,21.712511,Εξυπηρετεί τη γραμμή:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας
